data,selic_meta,ipca_mensal,dolar_venda,cdi_diario
2024-07-16,10.5,,5.4274,0.03927
2024-07-17,10.5,,5.467,0.03927
2024-07-18,10.5,,5.5426,0.03927
2024-07-19,10.5,,5.5543,0.03927
2024-07-20,10.5,,,
2024-07-21,10.5,,,
2024-07-22,10.5,,5.5598,0.03927
2024-07-23,10.5,,5.5807,0.03927
2024-07-24,10.5,,5.6346,0.03927
2024-07-25,10.5,,5.6402,0.03927
2024-07-26,10.5,,5.6465,0.03927
2024-07-27,10.5,,,
2024-07-28,10.5,,,
2024-07-29,10.5,,5.6479,0.03927
2024-07-30,10.5,,5.6532,0.03927
2024-07-31,10.5,,5.6621,0.03927
2024-08-01,10.5,-0.02,5.6681,0.03927
2024-08-02,10.5,,5.7366,0.03927
2024-08-03,10.5,,,
2024-08-04,10.5,,,
2024-08-05,10.5,,5.7646,0.03927
2024-08-06,10.5,,5.6528,0.03927
2024-08-07,10.5,,5.6093,0.03927
2024-08-08,10.5,,5.6172,0.03927
2024-08-09,10.5,,5.5115,0.03927
2024-08-10,10.5,,,
2024-08-11,10.5,,,
2024-08-12,10.5,,5.4911,0.03927
2024-08-13,10.5,,5.4875,0.03927
2024-08-14,10.5,,5.4502,0.03927
2024-08-15,10.5,,5.4651,0.03927
2024-08-16,10.5,,5.4632,0.03927
2024-08-17,10.5,,,
2024-08-18,10.5,,,
2024-08-19,10.5,,5.4237,0.03927
2024-08-20,10.5,,5.4547,0.03927
2024-08-21,10.5,,5.4707,0.03927
2024-08-22,10.5,,5.5524,0.03927
2024-08-23,10.5,,5.5263,0.03927
2024-08-24,10.5,,,
2024-08-25,10.5,,,
2024-08-26,10.5,,5.4921,0.03927
2024-08-27,10.5,,5.4969,0.03927
2024-08-28,10.5,,5.5315,0.03927
2024-08-29,10.5,,5.6358,0.03927
2024-08-30,10.5,,5.6562,0.03927
2024-08-31,10.5,,,
2024-09-01,10.5,0.44,,
2024-09-02,10.5,,5.623,0.03927
2024-09-03,10.5,,5.6224,0.03927
2024-09-04,10.5,,5.6359,0.03927
2024-09-05,10.5,,5.6049,0.03927
2024-09-06,10.5,,5.5702,0.03927
2024-09-07,10.5,,,
2024-09-08,10.5,,,
2024-09-09,10.5,,5.6097,0.03927
2024-09-10,10.5,,5.6254,0.03927
2024-09-11,10.5,,5.6387,0.03927
2024-09-12,10.5,,5.6554,0.03927
2024-09-13,10.5,,5.5717,0.03927
2024-09-14,10.5,,,
2024-09-15,10.5,,,
2024-09-16,10.5,,5.5207,0.03927
2024-09-17,10.5,,5.501,0.03927
2024-09-18,10.5,,5.4767,0.03927
2024-09-19,10.75,,5.4189,0.040168
2024-09-20,10.75,,5.4775,0.040168
2024-09-21,10.75,,,
2024-09-22,10.75,,,
2024-09-23,10.75,,5.5446,0.040168
2024-09-24,10.75,,5.4702,0.040168
2024-09-25,10.75,,5.4736,0.040168
2024-09-26,10.75,,5.4412,0.040168
2024-09-27,10.75,,5.4431,0.040168
2024-09-28,10.75,,,
2024-09-29,10.75,,,
2024-09-30,10.75,,5.4481,0.040168
2024-10-01,10.75,0.56,5.4521,0.040168
2024-10-02,10.75,,5.4305,0.040168
2024-10-03,10.75,,5.485,0.040168
2024-10-04,10.75,,5.4686,0.040168
2024-10-05,10.75,,,
2024-10-06,10.75,,,
2024-10-07,10.75,,5.4626,0.040168
2024-10-08,10.75,,5.5197,0.040168
2024-10-09,10.75,,5.5737,0.040168
2024-10-10,10.75,,5.5819,0.040168
2024-10-11,10.75,,5.6263,0.040168
2024-10-12,10.75,,,
2024-10-13,10.75,,,
2024-10-14,10.75,,5.6045,0.040168
2024-10-15,10.75,,5.6378,0.040168
2024-10-16,10.75,,5.6749,0.040168
2024-10-17,10.75,,5.6758,0.040168
2024-10-18,10.75,,5.6672,0.040168
2024-10-19,10.75,,,
2024-10-20,10.75,,,
2024-10-21,10.75,,5.7068,0.040168
2024-10-22,10.75,,5.6958,0.040168
2024-10-23,10.75,,5.7149,0.040168
2024-10-24,10.75,,5.7087,0.040168
2024-10-25,10.75,,5.6969,0.040168
2024-10-26,10.75,,,
2024-10-27,10.75,,,
2024-10-28,10.75,,5.6988,0.040168
2024-10-29,10.75,,5.714,0.040168
2024-10-30,10.75,,5.7801,0.040168
2024-10-31,10.75,,5.7779,0.040168
2024-11-01,10.75,0.39,5.8073,0.040168
2024-11-02,10.75,,,
2024-11-03,10.75,,,
2024-11-04,10.75,,5.7898,0.040168
2024-11-05,10.75,,5.7846,0.040168
2024-11-06,10.75,,5.7648,0.040168
2024-11-07,11.25,,5.6624,0.041957
2024-11-08,11.25,,5.7648,0.041957
2024-11-09,11.25,,,
2024-11-10,11.25,,,
2024-11-11,11.25,,5.798,0.041957
2024-11-12,11.25,,5.7694,0.041957
2024-11-13,11.25,,5.7713,0.041957
2024-11-14,11.25,,5.7885,0.041957
2024-11-15,11.25,,,
2024-11-16,11.25,,,
2024-11-17,11.25,,,
2024-11-18,11.25,,5.7603,0.041957
2024-11-19,11.25,,5.7743,0.041957
2024-11-20,11.25,,,
2024-11-21,11.25,,5.8173,0.041957
2024-11-22,11.25,,5.8124,0.041957
2024-11-23,11.25,,,
2024-11-24,11.25,,,
2024-11-25,11.25,,5.8002,0.041957
2024-11-26,11.25,,5.799,0.041957
2024-11-27,11.25,,5.8291,0.041957
2024-11-28,11.25,,5.9871,0.041957
2024-11-29,11.25,,6.0535,0.041957
2024-11-30,11.25,,,
2024-12-01,11.25,0.52,,
2024-12-02,11.25,,6.0634,0.041957
2024-12-03,11.25,,6.0707,0.041957
2024-12-04,11.25,,6.0581,0.041957
2024-12-05,11.25,,5.9849,0.041957
2024-12-06,11.25,,6.0293,0.041957
2024-12-07,11.25,,,
2024-12-08,11.25,,,
2024-12-09,11.25,,6.057,0.041957
2024-12-10,11.25,,6.0529,0.041957
2024-12-11,11.25,,6.032,0.041957
2024-12-12,12.25,,5.9408,0.045513
2024-12-13,12.25,,6.04,0.045513
2024-12-14,12.25,,,
2024-12-15,12.25,,,
2024-12-16,12.25,,6.0509,0.045513
2024-12-17,12.25,,6.1685,0.045513
2024-12-18,12.25,,6.1624,0.045513
2024-12-19,12.25,,6.1841,0.045513
2024-12-20,12.25,,6.078,0.045513
2024-12-21,12.25,,,
2024-12-22,12.25,,,
2024-12-23,12.25,,6.1612,0.045513
2024-12-24,12.25,,6.1541,0.045513
2024-12-25,12.25,,,
2024-12-26,12.25,,6.1656,0.045513
2024-12-27,12.25,,6.1991,0.045513
2024-12-28,12.25,,,
2024-12-29,12.25,,,
2024-12-30,12.25,,6.1923,0.045513
2024-12-31,12.25,,6.1923,0.045513
2025-01-01,12.25,0.16,,
2025-01-02,12.25,,6.2086,0.045513
2025-01-03,12.25,,6.1563,0.045513
2025-01-04,12.25,,,
2025-01-05,12.25,,,
2025-01-06,12.25,,6.1119,0.045513
2025-01-07,12.25,,6.0741,0.045513
2025-01-08,12.25,,6.1321,0.045513
2025-01-09,12.25,,6.0896,0.045513
2025-01-10,12.25,,6.0965,0.045513
2025-01-11,12.25,,,
2025-01-12,12.25,,,
2025-01-13,12.25,,6.1079,0.045513
2025-01-14,12.25,,6.0671,0.045513
2025-01-15,12.25,,6.0377,0.045513
2025-01-16,12.25,,6.0322,0.045513
2025-01-17,12.25,,6.0609,0.045513
2025-01-18,12.25,,,
2025-01-19,12.25,,,
2025-01-20,12.25,,6.0498,0.045513
2025-01-21,12.25,,6.044,0.045513
2025-01-22,12.25,,5.9674,0.045513
2025-01-23,12.25,,5.9399,0.045513
2025-01-24,12.25,,5.8925,0.045513
2025-01-25,12.25,,,
2025-01-26,12.25,,,
2025-01-27,12.25,,5.9272,0.045513
2025-01-28,12.25,,5.893,0.045513
2025-01-29,12.25,,5.8596,0.045513
2025-01-30,13.25,,5.9006,0.049037
2025-01-31,13.25,,5.8301,0.049037
2025-02-01,13.25,1.31,,
2025-02-02,13.25,,,
2025-02-03,13.25,,5.8687,0.049037
2025-02-04,13.25,,5.7927,0.049037
2025-02-05,13.25,,5.7997,0.049037
2025-02-06,13.25,,5.7856,0.049037
2025-02-07,13.25,,5.7557,0.049037
2025-02-08,13.25,,,
2025-02-09,13.25,,,
2025-02-10,13.25,,5.7808,0.049037
2025-02-11,13.25,,5.7788,0.049037
2025-02-12,13.25,,5.7711,0.049037
2025-02-13,13.25,,5.7788,0.049037
2025-02-14,13.25,,5.7283,0.049037
2025-02-15,13.25,,,
2025-02-16,13.25,,,
2025-02-17,13.25,,5.7105,0.049037
2025-02-18,13.25,,5.6979,0.049037
2025-02-19,13.25,,5.7087,0.049037
2025-02-20,13.25,,5.7019,0.049037
2025-02-21,13.25,,5.7027,0.049037
2025-02-22,13.25,,,
2025-02-23,13.25,,,
2025-02-24,13.25,,5.7258,0.049037
2025-02-25,13.25,,5.7779,0.049037
2025-02-26,13.25,,5.7757,0.049037
2025-02-27,13.25,,5.8228,0.049037
2025-02-28,13.25,,5.8488,0.049037
2025-03-01,13.25,0.56,,
2025-03-02,13.25,,,
2025-03-03,13.25,,,
2025-03-04,13.25,,,
2025-03-05,13.25,,5.7914,0.049037
2025-03-06,13.25,,5.7489,0.049037
2025-03-07,13.25,,5.7688,0.049037
2025-03-08,13.25,,,
2025-03-09,13.25,,,
2025-03-10,13.25,,5.793,0.049037
2025-03-11,13.25,,5.8346,0.049037
2025-03-12,13.25,,5.8268,0.049037
2025-03-13,13.25,,5.8131,0.049037
2025-03-14,13.25,,5.7419,0.049037
2025-03-15,13.25,,,
2025-03-16,13.25,,,
2025-03-17,13.25,,5.7082,0.049037
2025-03-18,13.25,,5.6852,0.049037
2025-03-19,13.25,,5.6657,0.049037
2025-03-20,14.25,,5.6628,0.052531
2025-03-21,14.25,,5.7241,0.052531
2025-03-22,14.25,,,
2025-03-23,14.25,,,
2025-03-24,14.25,,5.7403,0.052531
2025-03-25,14.25,,5.6992,0.052531
2025-03-26,14.25,,5.7298,0.052531
2025-03-27,14.25,,5.7474,0.052531
2025-03-28,14.25,,5.766,0.052531
2025-03-29,14.25,,,
2025-03-30,14.25,,,
2025-03-31,14.25,,5.7422,0.052531
2025-04-01,14.25,0.43,5.7051,0.052531
2025-04-02,14.25,,5.6923,0.052531
2025-04-03,14.25,,5.6067,0.052531
2025-04-04,14.25,,5.7777,0.052531
2025-04-05,14.25,,,
2025-04-06,14.25,,,
2025-04-07,14.25,,5.8877,0.052531
2025-04-08,14.25,,5.9368,0.052531
2025-04-09,14.25,,6.0605,0.052531
2025-04-10,14.25,,5.9115,0.052531
2025-04-11,14.25,,5.8737,0.052531
2025-04-12,14.25,,,
2025-04-13,14.25,,,
2025-04-14,14.25,,5.8425,0.052531
2025-04-15,14.25,,5.8707,0.052531
2025-04-16,14.25,,5.8808,0.052531
2025-04-17,14.25,,5.8559,0.052531
2025-04-18,14.25,,,
2025-04-19,14.25,,,
2025-04-20,14.25,,,
2025-04-21,14.25,,,
2025-04-22,14.25,,5.7496,0.052531
2025-04-23,14.25,,5.688,0.052531
2025-04-24,14.25,,5.6738,0.052531
2025-04-25,14.25,,5.6846,0.052531
2025-04-26,14.25,,,
2025-04-27,14.25,,,
2025-04-28,14.25,,5.6681,0.052531
2025-04-29,14.25,,5.6467,0.052531
2025-04-30,14.25,,5.6608,0.052531
2025-05-01,14.25,0.26,,
2025-05-02,14.25,,5.6394,0.052531
2025-05-03,14.25,,,
2025-05-04,14.25,,,
2025-05-05,14.25,,5.652,0.052531
2025-05-06,14.25,,5.721,0.052531
2025-05-07,14.25,,5.7375,0.052531
2025-05-08,14.75,,5.686,0.054266
2025-05-09,14.75,,5.6511,0.054266
2025-05-10,14.75,,,
2025-05-11,14.75,,,
2025-05-12,14.75,,5.6822,0.054266
2025-05-13,14.75,,5.6262,0.054266
2025-05-14,14.75,,5.61,0.054266
2025-05-15,14.75,,5.6328,0.054266
2025-05-16,14.75,,5.6925,0.054266
2025-05-17,14.75,,,
2025-05-18,14.75,,,
2025-05-19,14.75,,5.6591,0.054266
2025-05-20,14.75,,5.662,0.054266
2025-05-21,14.75,,5.6571,0.054266
2025-05-22,14.75,,5.639,0.054266
2025-05-23,14.75,,5.6932,0.054266
2025-05-24,14.75,,,
2025-05-25,14.75,,,
2025-05-26,14.75,,5.6619,0.054266
2025-05-27,14.75,,5.6539,0.054266
2025-05-28,14.75,,5.6936,0.054266
2025-05-29,14.75,,5.6559,0.054266
2025-05-30,14.75,,5.7087,0.054266
2025-05-31,14.75,,,
2025-06-01,14.75,0.24,,
2025-06-02,14.75,,5.6937,0.054266
2025-06-03,14.75,,5.6694,0.054266
2025-06-04,14.75,,5.6332,0.054266
2025-06-05,14.75,,5.5969,0.054266
2025-06-06,14.75,,5.5947,0.054266
2025-06-07,14.75,,,
2025-06-08,14.75,,,
2025-06-09,14.75,,5.576,0.054266
2025-06-10,14.75,,5.5557,0.054266
2025-06-11,14.75,,5.539,0.054266
2025-06-12,14.75,,5.5388,0.054266
2025-06-13,14.75,,5.5652,0.054266
2025-06-14,14.75,,,
2025-06-15,14.75,,,
2025-06-16,14.75,,5.5123,0.054266
2025-06-17,14.75,,5.4773,0.054266
2025-06-18,14.75,,5.4879,0.054266
2025-06-19,15.0,,,
2025-06-20,15.0,,5.4957,0.055131
2025-06-21,15.0,,,
2025-06-22,15.0,,,
2025-06-23,15.0,,5.5213,0.055131
2025-06-24,15.0,,5.4938,0.055131
2025-06-25,15.0,,5.5427,0.055131
2025-06-26,15.0,,5.5145,0.055131
2025-06-27,15.0,,5.4759,0.055131
2025-06-28,15.0,,,
2025-06-29,15.0,,,
2025-06-30,15.0,,5.4571,0.055131
2025-07-01,15.0,0.26,5.4511,0.055131
2025-07-02,15.0,,5.4512,0.055131
2025-07-03,15.0,,5.4208,0.055131
2025-07-04,15.0,,5.409,0.055131
2025-07-05,15.0,,,
2025-07-06,15.0,,,
2025-07-07,15.0,,5.4552,0.055131
2025-07-08,15.0,,5.4571,0.055131
2025-07-09,15.0,,5.4626,0.055131
2025-07-10,15.0,,5.5433,0.055131
2025-07-11,15.0,,5.5722,0.055131
2025-07-12,15.0,,,
2025-07-13,15.0,,,
2025-07-14,15.0,,5.5595,0.055131
2025-07-15,15.0,,5.5576,0.055131
2025-07-16,15.0,,5.5722,0.055131
2025-07-17,15.0,,5.5737,0.055131
2025-07-18,15.0,,5.5466,0.055131
2025-07-19,15.0,,,
2025-07-20,15.0,,,
2025-07-21,15.0,,5.5625,0.055131
2025-07-22,15.0,,5.5709,0.055131
2025-07-23,15.0,,5.5537,0.055131
2025-07-24,15.0,,5.5239,0.055131
2025-07-25,15.0,,5.5426,0.055131
2025-07-26,15.0,,,
2025-07-27,15.0,,,
2025-07-28,15.0,,5.5877,0.055131
2025-07-29,15.0,,5.5764,0.055131
2025-07-30,15.0,,5.6034,0.055131
2025-07-31,15.0,,5.6021,0.055131
2025-08-01,15.0,-0.11,5.5436,0.055131
2025-08-02,15.0,,,
2025-08-03,15.0,,,
2025-08-04,15.0,,5.5113,0.055131
2025-08-05,15.0,,5.5119,0.055131
2025-08-06,15.0,,5.4802,0.055131
2025-08-07,15.0,,5.4638,0.055131
2025-08-08,15.0,,5.4254,0.055131
2025-08-09,15.0,,,
2025-08-10,15.0,,,
2025-08-11,15.0,,5.4473,0.055131
2025-08-12,15.0,,5.4052,0.055131
2025-08-13,15.0,,5.3928,0.055131
2025-08-14,15.0,,5.4095,0.055131
2025-08-15,15.0,,5.3928,0.055131
2025-08-16,15.0,,,
2025-08-17,15.0,,,
2025-08-18,15.0,,5.4155,0.055131
2025-08-19,15.0,,5.4716,0.055131
2025-08-20,15.0,,5.4726,0.055131
2025-08-21,15.0,,5.4828,0.055131
2025-08-22,15.0,,5.4392,0.055131
2025-08-23,15.0,,,
2025-08-24,15.0,,,
2025-08-25,15.0,,5.4174,0.055131
2025-08-26,15.0,,5.4218,0.055131
2025-08-27,15.0,,5.4428,0.055131
2025-08-28,15.0,,5.4115,0.055131
2025-08-29,15.0,,5.4264,0.055131
2025-08-30,15.0,,,
2025-08-31,15.0,,,
2025-09-01,15.0,0.48,5.4378,0.055131
2025-09-02,15.0,,5.468,0.055131
2025-09-03,15.0,,5.4485,0.055131
2025-09-04,15.0,,5.4587,0.055131
2025-09-05,15.0,,5.3968,0.055131
2025-09-06,15.0,,,
2025-09-07,15.0,,,
2025-09-08,15.0,,5.4278,0.055131
2025-09-09,15.0,,5.4278,0.055131
2025-09-10,15.0,,5.4123,0.055131
2025-09-11,15.0,,5.3858,0.055131
2025-09-12,15.0,,5.3677,0.055131
2025-09-13,15.0,,,
2025-09-14,15.0,,,
2025-09-15,15.0,,5.3208,0.055131
2025-09-16,15.0,,5.3096,0.055131
2025-09-17,15.0,,5.3011,0.055131
2025-09-18,15.0,,5.301,0.055131
2025-09-19,15.0,,5.3276,0.055131
2025-09-20,15.0,,,
2025-09-21,15.0,,,
2025-09-22,15.0,,5.3457,0.055131
2025-09-23,15.0,,5.3063,0.055131
2025-09-24,15.0,,5.3112,0.055131
2025-09-25,15.0,,5.3425,0.055131
2025-09-26,15.0,,5.3445,0.055131
2025-09-27,15.0,,,
2025-09-28,15.0,,,
2025-09-29,15.0,,5.3229,0.055131
2025-09-30,15.0,,5.3186,0.055131
2025-10-01,15.0,0.09,5.3208,0.055131
2025-10-02,15.0,,5.3449,0.055131
2025-10-03,15.0,,5.3498,0.055131
2025-10-04,15.0,,,
2025-10-05,15.0,,,
2025-10-06,15.0,,5.3226,0.055131
2025-10-07,15.0,,5.3363,0.055131
2025-10-08,15.0,,5.3427,0.055131
2025-10-09,15.0,,5.3538,0.055131
2025-10-10,15.0,,5.4446,0.055131
2025-10-11,15.0,,,
2025-10-12,15.0,,,
2025-10-13,15.0,,5.4629,0.055131
2025-10-14,15.0,,5.4982,0.055131
2025-10-15,15.0,,5.4464,0.055131
2025-10-16,15.0,,5.4354,0.055131
2025-10-17,15.0,,5.439,0.055131
2025-10-18,15.0,,,
2025-10-19,15.0,,,
2025-10-20,15.0,,5.3771,0.055131
2025-10-21,15.0,,5.3848,0.055131
2025-10-22,15.0,,5.3898,0.055131
2025-10-23,15.0,,5.384,0.055131
2025-10-24,15.0,,5.3797,0.055131
2025-10-25,15.0,,,
2025-10-26,15.0,,,
2025-10-27,15.0,,5.3744,0.055131
2025-10-28,15.0,,5.369,0.055131
2025-10-29,15.0,,5.3416,0.055131
2025-10-30,15.0,,5.385,0.055131
2025-10-31,15.0,,5.3843,0.055131
2025-11-01,15.0,0.18,,
2025-11-02,15.0,,,
2025-11-03,15.0,,5.3505,0.055131
2025-11-04,15.0,,5.3846,0.055131
2025-11-05,15.0,,5.3798,0.055131
2025-11-06,15.0,,5.3451,0.055131
2025-11-07,15.0,,5.3567,0.055131
2025-11-08,15.0,,,
2025-11-09,15.0,,,
2025-11-10,15.0,,5.3181,0.055131
2025-11-11,15.0,,5.2729,0.055131
2025-11-12,15.0,,5.2885,0.055131
2025-11-13,15.0,,5.282,0.055131
2025-11-14,15.0,,5.2952,0.055131
2025-11-15,15.0,,,
2025-11-16,15.0,,,
2025-11-17,15.0,,5.3108,0.055131
2025-11-18,15.0,,5.3361,0.055131
2025-11-19,15.0,,5.3346,0.055131
2025-11-20,15.0,,,
2025-11-21,15.0,,5.3902,0.055131
2025-11-22,15.0,,,
2025-11-23,15.0,,,
2025-11-24,15.0,,5.3948,0.055131
2025-11-25,15.0,,5.3841,0.055131
2025-11-26,15.0,,5.3694,0.055131
2025-11-27,15.0,,5.349,0.055131
2025-11-28,15.0,,5.3338,0.055131
2025-11-29,15.0,,,
2025-11-30,15.0,,,
2025-12-01,15.0,0.33,5.3469,0.055131
2025-12-02,15.0,,5.3465,0.055131
2025-12-03,15.0,,5.3114,0.055131
2025-12-04,15.0,,5.2952,0.055131
2025-12-05,15.0,,5.3405,0.055131
2025-12-06,15.0,,,
2025-12-07,15.0,,,
2025-12-08,15.0,,5.4249,0.055131
2025-12-09,15.0,,5.457,0.055131
2025-12-10,15.0,,5.4656,0.055131
2025-12-11,15.0,,5.4237,0.055131
2025-12-12,15.0,,5.4011,0.055131
2025-12-13,15.0,,,
2025-12-14,15.0,,,
2025-12-15,15.0,,5.3929,0.055131
2025-12-16,15.0,,5.4505,0.055131
2025-12-17,15.0,,5.5093,0.055131
2025-12-18,15.0,,5.5283,0.055131
2025-12-19,15.0,,5.516,0.055131
2025-12-20,15.0,,,
2025-12-21,15.0,,,
2025-12-22,15.0,,5.5389,0.055131
2025-12-23,15.0,,5.5643,0.055131
2025-12-24,15.0,,5.535,0.055131
2025-12-25,15.0,,,
2025-12-26,15.0,,5.5413,0.055131
2025-12-27,15.0,,,
2025-12-28,15.0,,,
2025-12-29,15.0,,5.5739,0.055131
2025-12-30,15.0,,5.5024,0.055131
2025-12-31,15.0,,5.5024,0.055131
2026-01-01,15.0,0.33,,
2026-01-02,15.0,,5.4372,0.055131
2026-01-03,15.0,,,
2026-01-04,15.0,,,
2026-01-05,15.0,,5.4351,0.055131
2026-01-06,15.0,,5.3797,0.055131
2026-01-07,15.0,,5.388,0.055131
2026-01-08,15.0,,5.386,0.055131
2026-01-09,15.0,,5.3707,0.055131
2026-01-10,15.0,,,
2026-01-11,15.0,,,
2026-01-12,15.0,,5.376,0.055131
2026-01-13,15.0,,5.3764,0.055131
2026-01-14,15.0,,5.3795,0.055131
2026-01-15,15.0,,5.3846,0.055131
2026-01-16,15.0,,5.3798,0.055131
2026-01-17,15.0,,,
2026-01-18,15.0,,,
2026-01-19,15.0,,5.3653,0.055131
2026-01-20,15.0,,5.379,0.055131
2026-01-21,15.0,,5.3368,0.055131
2026-01-22,15.0,,5.3118,0.055131
2026-01-23,15.0,,5.2879,0.055131
2026-01-24,15.0,,,
2026-01-25,15.0,,,
2026-01-26,15.0,,5.276,0.055131
2026-01-27,15.0,,5.2392,0.055131
2026-01-28,15.0,,5.1838,0.055131
2026-01-29,15.0,,5.1956,0.055131
2026-01-30,15.0,,5.2301,0.055131
2026-01-31,15.0,,,
2026-02-01,15.0,0.7,,
2026-02-02,15.0,,5.2587,0.055131
2026-02-03,15.0,,5.2236,0.055131
2026-02-04,15.0,,5.2359,0.055131
2026-02-05,15.0,,5.258,0.055131
2026-02-06,15.0,,5.2341,0.055131
2026-02-07,15.0,,,
2026-02-08,15.0,,,
2026-02-09,15.0,,5.1943,0.055131
2026-02-10,15.0,,5.2021,0.055131
2026-02-11,15.0,,5.1836,0.055131
2026-02-12,15.0,,5.1674,0.055131
2026-02-13,15.0,,5.2288,0.055131
2026-02-14,15.0,,,
2026-02-15,15.0,,,
2026-02-16,15.0,,,
2026-02-17,15.0,,,
2026-02-18,15.0,,5.2349,0.055131
2026-02-19,15.0,,5.2257,0.055131
2026-02-20,15.0,,5.2006,0.055131
2026-02-21,15.0,,,
2026-02-22,15.0,,,
2026-02-23,15.0,,5.1635,0.055131
2026-02-24,15.0,,5.1682,0.055131
2026-02-25,15.0,,5.144,0.055131
2026-02-26,15.0,,5.1382,0.055131
2026-02-27,15.0,,5.1495,0.055131
2026-02-28,15.0,,,
2026-03-01,15.0,0.88,,
2026-03-02,15.0,,5.2001,0.055131
2026-03-03,15.0,,5.287,0.055131
2026-03-04,15.0,,5.2091,0.055131
2026-03-05,15.0,,5.2447,0.055131
2026-03-06,15.0,,5.2878,0.055131
2026-03-07,15.0,,,
2026-03-08,15.0,,,
2026-03-09,15.0,,5.2139,0.055131
2026-03-10,15.0,,5.1622,0.055131
2026-03-11,15.0,,5.1596,0.055131
2026-03-12,15.0,,5.2051,0.055131
2026-03-13,15.0,,5.2541,0.055131
2026-03-14,15.0,,,
2026-03-15,15.0,,,
2026-03-16,15.0,,5.2647,0.055131
2026-03-17,15.0,,5.2022,0.055131
2026-03-18,15.0,,5.2112,0.055131
2026-03-19,14.75,,5.2587,0.054266
2026-03-20,14.75,,5.28,0.054266
2026-03-21,14.75,,,
2026-03-22,14.75,,,
2026-03-23,14.75,,5.244,0.054266
2026-03-24,14.75,,5.2599,0.054266
2026-03-25,14.75,,5.2275,0.054266
2026-03-26,14.75,,5.2308,0.054266
2026-03-27,14.75,,5.2376,0.054266
2026-03-28,14.75,,,
2026-03-29,14.75,,,
2026-03-30,14.75,,5.2353,0.054266
2026-03-31,14.75,,5.2194,0.054266
2026-04-01,14.75,0.67,5.1606,0.054266
2026-04-02,14.75,,5.1655,0.054266
2026-04-03,14.75,,,
2026-04-04,14.75,,,
2026-04-05,14.75,,,
2026-04-06,14.75,,5.1532,0.054266
2026-04-07,14.75,,5.1625,0.054266
2026-04-08,14.75,,5.0899,0.054266
2026-04-09,14.75,,5.0821,0.054266
2026-04-10,14.75,,5.0229,0.054266
2026-04-11,14.75,,,
2026-04-12,14.75,,,
2026-04-13,14.75,,5.0244,0.054266
2026-04-14,14.75,,4.9806,0.054266
2026-04-15,14.75,,4.9928,0.054266
2026-04-16,14.75,,5.0007,0.054266
2026-04-17,14.75,,4.9695,0.054266
2026-04-18,14.75,,,
2026-04-19,14.75,,,
2026-04-20,14.75,,4.9844,0.054266
2026-04-21,14.75,,,
2026-04-22,14.75,,4.9653,0.054266
2026-04-23,14.75,,4.9539,0.054266
2026-04-24,14.75,,5.0083,0.054266
2026-04-25,14.75,,,
2026-04-26,14.75,,,
2026-04-27,14.75,,4.97,0.054266
2026-04-28,14.75,,4.9878,0.054266
2026-04-29,14.75,,4.9985,0.054266
2026-04-30,14.5,,4.9886,0.0534
2026-05-01,14.5,0.58,,
2026-05-02,14.5,,,
2026-05-03,14.5,,,
2026-05-04,14.5,,4.9587,0.0534
2026-05-05,14.5,,4.9242,0.0534
2026-05-06,14.5,,4.9274,0.0534
2026-05-07,14.5,,4.917,0.0534
2026-05-08,14.5,,4.8999,0.0534
2026-05-09,14.5,,,
2026-05-10,14.5,,,
2026-05-11,14.5,,4.8973,0.0534
2026-05-12,14.5,,4.8977,0.0534
2026-05-13,14.5,,4.9118,0.0534
2026-05-14,14.5,,4.9809,0.0534
2026-05-15,14.5,,5.0654,0.0534
2026-05-16,14.5,,,
2026-05-17,14.5,,,
2026-05-18,14.5,,5.0093,0.0534
2026-05-19,14.5,,5.0378,0.0534
2026-05-20,14.5,,5.0301,0.0534
2026-05-21,14.5,,5.0077,0.0534
2026-05-22,14.5,,5.014,0.0534
2026-05-23,14.5,,,
2026-05-24,14.5,,,
2026-05-25,14.5,,5.0072,0.0534
2026-05-26,14.5,,5.0211,0.0534
2026-05-27,14.5,,5.0579,0.0534
2026-05-28,14.5,,5.0517,0.0534
2026-05-29,14.5,,5.0569,0.0534
2026-05-30,14.5,,,
2026-05-31,14.5,,,
2026-06-01,14.5,0.16,5.0303,0.0534
2026-06-02,14.5,,5.016,0.0534
2026-06-03,14.5,,5.0415,0.0534
2026-06-04,14.5,,,
2026-06-05,14.5,,5.1244,0.0534
2026-06-06,14.5,,,
2026-06-07,14.5,,,
2026-06-08,14.5,,5.1695,0.0534
2026-06-09,14.5,,5.1693,0.0534
2026-06-10,14.5,,5.1763,0.0534
2026-06-11,14.5,,5.1478,0.0534
2026-06-12,14.5,,5.0827,0.0534
2026-06-13,14.5,,,
2026-06-14,14.5,,,
2026-06-15,14.5,,5.043,0.0534
2026-06-16,14.5,,5.078,0.0534
2026-06-17,14.5,,5.0641,0.0534
2026-06-18,14.25,,5.1613,0.052531
2026-06-19,14.25,,5.1442,0.052531
2026-06-20,14.25,,,
2026-06-21,14.25,,,
2026-06-22,14.25,,5.1395,0.052531
2026-06-23,14.25,,5.1743,0.052531
2026-06-24,14.25,,5.2098,0.052531
2026-06-25,14.25,,5.1892,0.052531
2026-06-26,14.25,,5.1695,0.052531
2026-06-27,14.25,,,
2026-06-28,14.25,,,
2026-06-29,14.25,,5.1717,0.052531
2026-06-30,14.25,,5.1766,0.052531
